m,lam,Jsize,mu,vpi,d,vL0,cls
12,5|3|3|3|2|1|1|1|1|1|1|1|1,2,6,8,2,1,needs-next
12,5|3|3|3|1|1|1|1|1|1|1|1|1|1,4,12,23,11,4,needs-next
12,5|3|3|2|2|2|2|2|2|1,2,6,8,2,1,needs-next
12,5|3|3|2|2|2|2|1|1|1|1|1,2,4,6,2,1,needs-next
12,5|3|3|2|2|2|1|1|1|1|1|1|1,4,21,25,4,2,needs-next
12,5|3|3|2|2|1|1|1|1|1|1|1|1|1,2,6,8,2,1,needs-next
12,5|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,5|3|2|2|2|2|2|2|2|2,2,6,8,2,1,needs-next
12,5|3|2|2|2|2|2|1|1|1|1|1|1,2,8,10,2,1,needs-next
12,5|3|2|2|2|2|1|1|1|1|1|1|1|1,2,8,10,2,1,needs-next
12,5|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,5|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,5|2|2|2|2|2|2|1|1|1|1|1|1|1,4,14,21,7,2,needs-next
12,5|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,4,12,19,7,2,needs-next
12,4|4|4|4|4|2|2,2,8,10,2,2,within-J*
12,4|4|4|4|3|3|1|1,2,8,10,2,4,needs-next
12,4|4|4|4|2|2|2|1|1,2,8,10,2,1,needs-next
12,4|4|4|4|2|2|1|1|1|1,2,8,10,2,1,needs-next
12,4|4|4|3|3|3|2|1,2,19,20,1,1,within-J*
12,4|4|4|3|3|3|1|1|1,2,8,10,2,6,needs-next
12,4|4|4|3|3|2|2|2,4,12,16,4,4,within-J*
12,4|4|4|3|3|1|1|1|1|1|1,4,14,18,4,3,needs-next
12,4|4|4|3|2|1|1|1|1|1|1|1,2,21,22,1,1,within-J*
12,4|4|4|2|2|2|2|2|2,2,12,14,2,4,needs-next
12,4|4|4|2|2|2|1|1|1|1|1|1,2,8,10,2,10,needs-next
12,4|4|4|2|2|1|1|1|1|1|1|1|1,2,6,8,2,4,needs-next
12,4|4|3|3|3|3|2|2,4,12,16,4,4,within-J*
12,4|4|3|3|3|2|2|2|1,2,15,16,1,1,within-J*
12,4|4|3|3|3|2|2|1|1|1,2,8,10,2,2,within-J*
12,4|4|3|3|3|2|1|1|1|1|1,2,15,16,1,1,within-J*
12,4|4|3|3|3|1|1|1|1|1|1|1,4,14,18,4,3,needs-next
12,4|4|3|3|2|2|2|2|1|1,2,12,14,2,2,within-J*
12,4|4|3|3|2|2|2|1|1|1|1,2,8,10,2,2,within-J*
12,4|4|3|3|1|1|1|1|1|1|1|1|1|1,2,6,8,2,2,within-J*
12,4|4|3|2|2|2|2|2|1|1|1,2,15,16,1,1,within-J*
12,4|4|3|2|1|1|1|1|1|1|1|1|1|1|1,2,15,16,1,1,within-J*
12,4|4|2|2|2|2|2|2|2|1|1,4,12,16,4,4,within-J*
12,4|4|2|2|2|2|2|2|1|1|1|1,4,12,16,4,4,within-J*
12,4|4|2|2|2|1|1|1|1|1|1|1|1|1|1,4,12,16,4,4,within-J*
12,4|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1,4,12,16,4,4,within-J*
12,4|3|3|3|3|3|3|1|1,2,6,8,2,1,needs-next
12,4|3|3|3|3|2|2|2|1|1,2,8,10,2,2,within-J*
12,4|3|3|3|3|2|2|1|1|1|1,2,12,14,2,2,within-J*
12,4|3|3|3|2|2|2|2|1|1|1,2,8,10,2,2,within-J*
12,4|3|3|3|2|2|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,4|3|3|3|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,2,within-J*
12,4|3|3|2|2|2|2|2|2|2,2,8,10,2,1,needs-next
12,4|3|3|2|2|2|2|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,4|3|3|2|2|2|1|1|1|1|1|1|1|1,2,6,8,2,1,needs-next
12,4|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,8,10,2,1,needs-next
12,4|3|2|2|2|2|2|2|2|1|1|1,2,19,20,1,1,within-J*
12,4|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1,2,19,20,1,1,within-J*
12,4|2|2|2|2|2|2|2|2|2|2,2,8,10,2,2,within-J*
12,4|2|2|2|2|2|2|2|1|1|1|1|1|1,2,10,12,2,6,needs-next
12,4|2|2|2|2|2|2|1|1|1|1|1|1|1|1,2,10,12,2,6,needs-next
12,4|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,2,within-J*
12,4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,2,within-J*
12,3|3|3|3|3|3|3|1|1|1,2,6,8,2,1,needs-next
12,3|3|3|3|3|3|2|2|2,2,8,10,2,6,needs-next
12,3|3|3|3|3|3|1|1|1|1|1|1,2,12,14,2,10,needs-next
12,3|3|3|3|3|2|2|2|1|1|1,2,15,16,1,1,within-J*
12,3|3|3|3|2|2|2|2|2|2,2,8,10,2,1,needs-next
12,3|3|3|3|2|2|2|1|1|1|1|1|1,2,6,8,2,1,needs-next
12,3|3|3|3|2|2|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,3|3|3|2|2|2|2|2|2|1|1|1,2,8,10,2,8,needs-next
12,3|3|3|2|2|2|2|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,3|3|3|2|2|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,4,needs-next
12,3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,8,10,2,1,needs-next
12,3|3|2|2|2|2|2|2|2|2|1|1,2,8,10,2,4,needs-next
12,3|3|2|2|2|2|2|2|2|1|1|1|1,2,10,12,2,2,within-J*
12,3|3|2|2|2|2|1|1|1|1|1|1|1|1|1|1,2,10,12,2,2,within-J*
12,3|3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,4,needs-next
12,3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,6,8,2,4,needs-next
12,3|2|2|2|2|2|2|2|1|1|1|1|1|1|1,2,17,18,1,1,within-J*
12,3|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,15,16,1,1,within-J*
12,2|2|2|2|2|2|2|2|2|2|2|1|1,2,6,8,2,1,needs-next
12,2|2|2|2|2|2|2|2|2|2|1|1|1|1,2,6,8,2,1,needs-next
12,2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
12,2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,2,4,6,2,1,needs-next
